psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,mar,4-Mar,meet,rel1,intdatea,intdateb,intdatec,intdated,intdatee,celldatea,celldateb,breaka,breakb,date1a,date3a,date3b,date9a,date9b,date9c,date9d,rel5,rel6,q13a,q13b,q13c,age,educ2,emplnw,hisp,race,inc,lgbt
202812,2,1,28,28111,3,S, ,2,1,3, , ,2,2, , , , , , , , , , ,2,1,2,12,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,2,2,2,2,1,1, ,3,2,2,2,78,3,3,2,1,4,1
202817,2,1,37,37169,3,S, ,2,1,4, , ,1,2,1,1,2,2,2,1,2, ,2, ,2,1,2,12,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,1,1,1,2,1,1,3,2,2,2,52,4,1,9,9,5,1
202830,2,1,13,13227,3,S, ,2,1,4, , ,1,1,1,1,1,2,2,2,2, ,2, ,1,1,1,1,1,1,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,2,2,1,1,2,1,1,3,2,2,2,55,6,1,2,1,9,1
202836,2,1,51,51069,3,S, ,1,1,2,1,1, ,1,1,2,2,1,2,1,2,2, , ,2,1,1,3,1,1,1,2,1,1,1,6,1,2, ,2,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2, , ,1,1,2,30,4,1,2,1,7,1
202837,2,1,17,17011,2,R, ,1,2,2,1,1, ,1,1,1,1,2,8,1,2,2, , ,1,1,1,3,1,1,1,1,1,1,3,4,2, , ,2,2, , , , , , , ,2,1,1,1,1,2,2, , ,2,2,2,58,6,2,2,1,3,1
202840,2,1,28,28035,3,U, ,2,1,4, , ,1,2,2,1,2,2,2,1,2, ,2, ,2,1,2,12,2,2,1,2,1,1,2,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,2,2,2,34,2,5,2,2,3,1
202845,2,1,12,12057,3,U, ,2,2,2, , ,1,1,1,1,2,1,2,2,2, ,2, ,1,1,1,1,1,1,1,1,1,1,3,6,2, , ,2,1, , , , , , , ,2,1,2,1,1,2,1, , ,2,2,2,23,7,1,2,1,8,1
202848,2,1,40,40047,3,U, ,2,1,3, , ,1,1,2,1,2,1,2,2,2, ,2, ,2,1,1,1,1,1,1,1,1,1,1,6, , ,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,9,2,20,3,1,2,1,1,1
202853,2,2,13,13089,3,S, ,1,1,3,1,2, ,1,2,1,2,2,1,2,1,1, , ,2,1,1,3,2,1,1,2,1,1,1,6,2, , ,2,2, , , , , , , ,2,2,2,1,9,8,1, , ,2,2,2,32,1,2,1,6,98,1
202861,2,1,47,47157,3,U, ,2,1,3, , ,1,1,1,1,1,2,2,1,2, ,2, ,1,1,1,3,1,1,1,1,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,1,2,2,2,1,2,2,2,2,52,3,1,2,1,8,1
202863,2,1,5,05119,3,U, ,2,1,1, , ,1,1,1,2,2,2,2,2,2, , , ,1,1,1,1,1,2,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,1,1,1,1,2,2,1,3,2,2,2,63,8,1,2,1,9,1
202865,2,2,40,40047,3,U, ,1,2,3,2,2, ,2, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,2,2,2,2,2,2, ,8,2,2,2,58,1,1,1,6,2,9
202867,2,1,8,08031,4,U, ,2,1,3, , ,1,1,1,1,1,2,2,1,1, ,1, ,2,1,1,3,1,1,1,2,1,1,3,1, , ,2,2,2,2,2,2,1,2,2,2,2,1,1,2,8,2,2,2,2,2,2,2,31,7,1,2,1,7,1
202869,2,1,8,08061,4,R, ,2,2,2, , ,1,1,2,2,2,2,2,2,2, , , ,2,1,1,1,2,2,1,2,2,2,8,1, , ,2,2,2, , , , , , , ,2,1,1,2,8,2,1,8,3,2,2,2,64,4,5,2,1,3,1
202871,2,1,40,40037,3,S, ,1,1,1,1,1, ,2,2,1,2,2,2,2,2,2, , ,2,1,2,98,2,2,2,2,2,1, ,6,1,1, ,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2, , ,1,1,1,29,3,1,2,1,3,1
202874,2,1,17,17201,2,U, ,2,1,2, , ,1,1,1,1,1,2,2,1,2, ,2, ,2,1,1,3,1,1,1,1,1,1,1,6,2, , ,2,2, , , , , , , ,2,1,2,1,1,2,1, , ,2,1,2,21,5,2,1,1,4,1
202876,2,1,46,46127,2,R, ,2,1,2, , ,1,1,1,1,1,2,2,1,2, ,2, ,2,1,1,3,1,2,1,1,2,1,1,6,2, , ,2,1, , , , , , , ,2,1,1,2,2,2,2, , ,2,2,2,25,6,1,2,1,98,1
202880,2,1,55,55079,2,U, ,1,1,3,1,1, ,1,1,1,1,1,2,1,2,8, , ,2,1,1,3,1,1,1,1,1,1,2,1, , ,2,1,2, , , , , , , ,2,1,2,1,1,2,2,1,3,2,2,2,50,6,1,2,1,7,1
202883,2,1,29,29003,2,S, ,1,2,3,1,1, ,1,1,1,2,1,2,2,2,2, , ,1,1,2,98,2,2,2,2,2,1, ,3,2, , ,2,2, , , , , , , ,2,1,1,1,2,1,1, , ,2,2,2,61,3,1,2,1,3,1
202890,2,1,4,04013,4,U, ,2,2,3, , ,1,1,2,2,2,2,2,2,2, , , ,2,1,2,7,2,2,2,2,2,1, ,1, , ,2,2,2, , , , , , , ,2,2,1,2,2,1,1,2,3,2,2,2,72,4,4,2,1,9,1
202895,2,1,53,53053,4,U, ,1,2,3,1,1, ,2,2,1,2,2,2,2,2,2, , ,2,1,2,7,2,2,2,2,2,1, ,6,2, , ,2,2, , , , , , , ,2,2,2,2,2,1,1, , ,2,2,2,53,3,2,2,1,3,1
202896,2,1,4,04019,4,U, ,2,1,3, , ,1,2,1,1,2,2,2,2,2, ,2, ,2,1,1,3,2,1,1,2,2,1,2,1, , ,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,3,2,2,2,33,5,1,2,1,6,1
202897,2,1,6,06037,4,U, ,1,2,1,1,1, ,1,9,1,2,2,2,2,1,2, , ,9,1,9,98,2,2,2,2,2,2, ,9,9, , ,2,2, , , , , , , ,2,2,2,8,2,8,9, , ,2,2,2,99,3,1,1,6,99,9
202898,2,1,6,06075,4,U, ,2,2,3, , ,1,1,1,1,1,1,2,1,1, ,1, ,2,1,1,1,1,1,1,2,1,1,1,2, , ,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,3,2,2,2,27,6,1,2,1,6,3
202907,2,1,41,41067,4,S, ,1,2,3,1,1, ,1,1,1,2,2,2,1,1,2, , ,2,1,1,3,1,2,1,2,2,1,2,1, , ,2,1,2, , , , , , , ,2,1,8,2,2,2,2,1,3,2,2,2,49,8,2,2,1,99,1
202909,2,1,32,32003,4,S, ,1,1,4,1,1, ,1,1,1,1,1,2,1,1,2, , ,1,1,1,3,1,1,1,2,1,1,3,1, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,8,8,1,3,2,2,2,99,4,1,9,9,98,9
202915,2,1,6,06083,4,S, ,2,1,3, , ,2,2, , , , , , , , , , ,2,1,2,6,2,2,2,2,2,2, ,5,2, , , , , , , , , , , , ,2,2,1,1,1,2, , ,2,2,2,74,3,3,2,1,6,1
202917,2,2,6,06037,4,U, ,2,2,4, , ,2,2, , , , , , , , , , ,2,1,2,98,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,2,1,1,1,2,2, ,3,2,2,2,55,1,4,1,1,4,1
202919,2,1,6,06001,4,U, ,1,1,1,2,2, ,2, , , , , , , , , , ,2,1,2,13,2,2,2,2,2,1, ,3,9, , , , , , , , , , , , ,2,2,2,2,1,2, , ,2,2,2,62,3,3,2,1,6,1
202923,2,1,42,42027,1,S, ,2,1,4, , ,1,1,2,1,2,2,2,1,1, ,1, ,2,1,1,3,1,1,1,2,2,1,2,6,2, , ,1,1, , , , , , , ,1,2,2,2,2,2,2, , ,2,2,2,49,8,2,2,1,4,2
202931,2,1,53,53037,4,R, ,2,1,3, , ,1,1,1,1,2,2,2,1,1, ,2, ,1,1,1,3,1,1,1,2,2,1,2,1, , ,1,2,2,2,1,1,2,1,2,2,1,2,1,1,8,2,2,1,1,2,2,2,55,3,3,2,1,6,1
202933,2,1,5,05119,3,U, ,1,2,3,1,1, ,1,1,1,2,1,2,2,2,2, , ,1,1,1,6,1,1,1,1,1,1,1,6, , ,2,2,2,2,2,2,2,2,1,1,2,2,2,8,1,2,2,1,3,2,2,2,23,5,1,2,2,2,1
202938,2,1,26,26125,2,S, ,1,2,3,1,1, ,1,1,1,2,2,2,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,2, , ,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,2,1,3,1,1,2,34,5,1,2,2,7,1
202944,2,1,32,32003,4,S, ,2,2,2, , ,1,1,1,1,1,2,2,1,1, ,1, ,1,1,1,1,1,1,1,2,1,1,4,1, , ,2,2,2, , , , , , , ,2,1,1,2,1,2,8,1,3,2,2,2,53,6,1,2,1,9,3
202947,2,1,53,53053,4,U, ,1,2,3,1,1, ,1,1,1,1,1,2,2,2,2, , ,2,1,1,1,1,1,1,1,1,1,3,1, , ,2,2,2, , , , , , , ,2,1,2,2,2,2,2,1,3,2,2,2,48,6,1,2,4,9,1
202950,2,1,6,06037,4,U, ,2,1,2, , ,1,1,1,1,2,2,2,2,2, ,2, ,2,1,1,3,2,1,1,2,1,1,1,3,2, , ,2,2, , , , , , , ,1,1,2,2,2,2,1, , ,2,1,2,45,3,1,1,6,6,1
202967,2,1,12,12105,3,U, ,2,1,3, , ,1,1,1,1,2,2,8,2,2, ,2, ,2,1,1,1,1,1,1,1,1,1,1,3,1,2, ,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2, , ,2,2,2,27,1,1,2,1,5,1
202977,2,1,36,36081,1,U, ,1,1,4,1,1, ,1,2,2,1,2,2,2,2, , , ,2,1,1,3,2,1,1,2,1,1,2,2, , ,1,2,1, , , , , , , ,2,1,2,1,8,2,8,1,2,2,2,2,34,6,5,2,1,7,1
202982,2,1,13,13121,3,S, ,2,2,2, , ,1,1,1,1,1,1,2,1,1, ,2, ,2,1,1,3,1,1,1,2,1,1,3,5,2, , ,2,2, , , , , , , ,1,2,1,2,2,2,2, , ,2,2,2,60,8,5,2,2,7,1
202983,2,1,9,09009,1,S, ,2,2,3, , ,1,1,1,1,2,2,2,2,2, ,1, ,2,1,1,1,1,1,1,1,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,1,9,2,2,2,1,3,2,1,2,52,3,1,2,1,4,1
202985,2,2,18,18097,2,U, ,2,1,3, , ,1,1,2,1,1,2,1,1,1, ,1, ,1,1,8,1,1,1,1,1,1,1,2,2, , ,2,2,2, , , , , , , ,2,2,2,1,1,1,2,2,3,2,2,2,39,2,1,1,6,1,9
202986,2,1,34,34003,1,S, ,1,1,3,1,1, ,1,1,1,1,2,2,1,1,1, , ,2,1,1,1,1,1,1,1,1,1,2,1, , ,2,1,1, , , , , , , ,2,2,2,1,1,2,2,2,2,2,2,2,45,7,5,2,1,8,1
202987,2,2,13,13051,3,U, ,1,1,3,2,2, ,2, , , , , , , , , , ,2,1,8,7,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,2,2,1,1,2,1, ,3,2,2,2,54,2,1,1,1,2,8
202988,2,1,13,13089,3,S, ,1,2,1,1,1, ,1,2,1,2,2,2,1,2,2, , ,1,1,1,3,1,1,1,2,1,1,2,1, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,2,2,2,30,5,1,2,2,5,1
202990,2,1,18,18059,2,S, ,1,1,2,1,1, ,1,1,1,2,2,8,2,2,2, , ,1,1,1,1,1,1,1,2,2,1,3,1, , ,2,2,2, , , , , , , ,2,1,1,1,1,2,2,1,3,2,2,2,42,8,1,2,1,9,1
202999,2,1,26,26099,2,S, ,1,1,2,1,1, ,1,1,1,2,2,2,2,2,2, , ,1,1,1,3,1,1,1,2,1,1,3,6,2, , ,2,1, , , , , , , ,1,1,2,1,1,2,2, , ,2,1,2,24,6,7,2,1,9,1
203000,2,1,36,36007,1,U, ,1,1,3,1,1, ,1,1,1,2,2,2,2,2,1, , ,1,1,1,3,1,1,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,2,1,2,1,1,2,2,2,2,57,3,1,2,1,8,1
203006,2,1,12,12125,3,R, ,2,2,3, , ,1,1,1,1,2,2,2,2,2, ,2, ,2,1,1,1,2,1,1,2,1,1,2,5,2, , ,2,2, , , , , , , ,2,2,2,2,2,8,2, , ,2,2,2,74,4,3,2,1,4,1
203012,2,1,37,37049,3,R, ,1,1,4,1,1, ,1,1,1,2,1,2,1,2,2, , ,1,1,1,3,1,1,1,2,1,1,2,3,1,2, ,1,1,2,1,2,1,2,2,2,1,1,1,8,1,2,2, , ,1,1,2,47,3,1,2,1,6,1
203015,2,1,36,36027,1,S, ,2,2,1, , ,1,1,1,1,2,2,1,1,1, ,2, ,1,1,1,3,1,1,1,1,1,1,1,6,1,2, ,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2, , ,2,2,2,21,4,2,2,2,8,3
203016,2,1,37,37049,3,R, ,2,2,3, , ,1,1,2,1,2,2,2,2,2, ,8, ,1,1,1,1,1,1,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,1,1,1,2,2,2,2,3,2,2,2,54,8,1,2,1,7,1
203026,2,1,46,46099,2,U, ,1,1,4,2,2, ,2, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,2, ,1, , ,2, , , , , , , , , , ,2,2,2,8,8,1, ,3,2,2,2,84,3,3,2,1,3,1
203028,2,1,48,48355,3,U, ,1,1,2,1,1, ,1,1,1,1,1,2,1,2,1, , ,1,1,1,1,1,1,1,1,1,1,1,1, , ,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,3,2,2,2,45,6,1,1,6,8,1
203029,2,1,17,17031,2,U, ,2,2,1, , ,1,2,2,2,2,2,2,2,2, , , ,2,1,2,7,2,2,2,2,2,2, ,1, , ,2,2,2, , , , , , , ,2,1,1,1,8,2,2,1,3,2,2,2,89,5,3,2,1,99,1
203031,2,1,22,22117,3,R, ,2,2,3, , ,2,2, , , , , , , , , , ,2,1,2,8,2,2,2,2,2,2, ,5,2, , , , , , , , , , , , ,1,2,9,9,1,1, , ,2,2,2,69,4,3,2,1,3,1
203034,2,1,48,48439,3,S, ,1,1,1,1,1, ,1,2,2,2,2,2,2,2, , , ,1,1,1,1,1,1,1,1,1,1,1,1, , ,2,2,1, , , , , , , ,2,2,2,2,1,2,2,1,3,2,2,1,48,5,1,2,5,8,1
203036,2,1,47,47157,3,U, ,1,1,3,1,1, ,1,1,1,1,2,2,2,2,2, , ,2,1,1,1,1,1,1,1,1,1,2,6,1,1, ,2,1,1,2,2,1,2,2,2,2,1,1,2,2,1,2, , ,2,2,2,22,4,2,2,1,2,1
203044,2,1,48,48249,3,R, ,1,2,3,1,1, ,1,1,1,2,1,2,1,1,2, , ,2,1,1,3,2,2,1,2,1,1,2,3, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,2,2,36,4,4,2,1,2,1
203047,2,1,46,46099,2,U, ,1,1,3,1,2, ,1,1,1,2,2,2,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,3,6, , ,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,21,5,1,2,1,4,1
203052,2,1,48,48355,3,U, ,2,1,1, , ,1,1,1,2,2,2,2,1,2, , , ,1,1,1,1,1,2,1,1,2,1,3,1, , ,2,2,2, , , , , , , ,2,2,2,8,8,2,8,1,3,2,2,2,64,6,1,2,1,9,1
203053,2,1,48,48453,3,U, ,2,1,1, , ,1,1,1,1,1,2,1,1,2, ,2, ,2,1,1,1,1,1,1,1,1,1,2,6,2, , ,2,1, , , , , , , ,2,1,2,1,8,2,2, , ,2,1,2,27,8,1,2,4,5,1
203054,2,1,17,17109,2,R, ,2,2,4, , ,1,1,1,1,2,2,2,2,2, ,2, ,1,1,2,9,1,2,1,2,2,1,2,1, , ,2,2,2, , , , , , , ,2,2,2,2,2,8,1,2,3,2,2,2,40,3,1,2,5,5,1
203055,2,1,1,01125,3,U, ,2,2,2, , ,2,2, , , , , , , , , , ,2,1,2,8,2,2,2,2,2,1, ,6,2, , , , , , , , , , , , ,2,2,1,1,2,2, , ,2,2,2,43,3,4,2,2,1,1
203060,2,1,8,08005,4,S, ,2,2,1, , ,1,1,1,2,2,2,2,2,2, , , ,1,1,8,3,1,2,1,2,2,1,1,1, , ,2,2,2, , , , , , , ,2,1,2,2,2,2,1,1,3,2,2,2,50,5,1,2,4,9,1
203069,2,1,8,08013,4,U, ,1,2,1,1,1, ,1,1,2,1,1,8,1,1,2, , ,2,1,1,1,1,1,1,1,1,1,1,6,1,1, ,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1, , ,1,1,2,23,6,2,2,1,7,1
203071,2,1,48,48039,3,S, ,2,1,4, , ,1,1,1,2,8,2,8,1,1, , , ,2,1,1,3,1,1,1,1,1,1,3,3, , ,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,8,1,2,3,2,2,2,62,4,1,2,1,5,1
203073,2,2,28,28047,3,U, ,2,1,5, , ,1,1,1,1,2,2,2,2,2, ,2, ,2,1,8,3,1,1,1,2,1,1,1,6,2, , ,1,2, , , , , , , ,1,1,1,1,1,1,2, , ,2,1,2,23,2,2,1,4,3,8
203076,2,1,55,55141,2,R, ,2,1,1, , ,1,2,2,1,2,2,2,2,2, ,2, ,2,1,2,7,2,2,1,2,1,2,2,2, , ,2,2,2,2,2,2,2, ,1,2,2,2,2,1,1,2,2,2,3,2,1,2,20,3,1,2,5,5,1
203091,2,1,6,06085,4,U, ,1,1,3,1,1, ,1,1,1,2,2,9,1,2,9, , ,1,1,1,1,1,1,1,1,1,2,1,6,1,2, ,2,1,1,2,2,1, ,1,1,2,2,2,1,2,2,2, , ,1,1,1,29,4,1,9,1,8,1
203094,2,1,53,53061,4,S, ,2,2,2, , ,1,1,1,1,2,2,2,1,2, ,2, ,1,1,1,3,1,1,1,2,2,1,3,1, , ,2,1,2, , , , , , , ,2,1,1,1,1,2,2,1,1,2,2,2,54,6,1,2,1,9,1
203106,2,1,53,53053,4,U, ,1,1,1,1,1, ,2,2,2,2,2,8,2,2, , , ,2,1,2,7,2,2,2,2,2,2, ,1, , ,2,2,2,2,2,2,2, ,2,2,2,1,1,1,8,2,2,1,3,2,2,2,28,6,1,2,1,99,1
203122,2,1,1,01045,3,R, ,2,1,3, , ,1,1,1,2,1,2,2,1,2, , , ,1,1,1,3,1,1,1,2,2,1,2,1, , ,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,1,3,2,2,2,40,8,1,2,9,9,9
203132,2,1,6,06075,4,U, ,1,1,2,1,1, ,2,2,1,2,2,2,1,1,1, , ,2,1,2,98,2,2,2,2,2,1, ,5,2, , ,1,1, , , , , , , ,2,2,2,1,2,2,1, , ,2,2,2,67,8,3,2,1,3,1
203135,2,1,8,08101,4,U, ,2,2,3, , ,1,1,2,1,2,2,2,1,2, ,2, ,2,1,1,3,2,1,1,2,1,1,2,6, , ,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,18,2,4,2,1,3,3
203139,2,1,32,32003,4,S, ,1,2,3,1,1, ,1,1,1,2,1,2,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,2,3,2, , ,1,1, , , , , , , ,2,2,2,1,1,2,2, , ,2,2,2,57,6,1,2,1,7,1
203147,2,1,6,06099,4,U, ,2,1,3, , ,1,1,1,1,2,2,2,1,2, ,2, ,1,1,1,2,2,2,1,2,1,1,2,6,2, , ,2,2, , , , , , , ,1,1,1,8,1,2,1, , ,2,1,2,29,8,1,1,6,6,1
203155,2,2,12,12061,3,U, ,1,1,3,2,2, ,2, , , , , , , , , , ,2,1,1,12,2,1,2,2,1,1, ,4,2, , , , , , , , , , , , ,2,2,2,2,2,2, , ,2,2,2,35,1,1,1,1,2,8
203157,2,2,36,36103,1,S, ,2,2,1, , ,1,1,1,1,1,1,2,2,1, ,2, ,2,1,1,1,1,1,1,1,1,1,1,4,2, , ,2,2, , , , , , , ,2,2,2,2,2,1,2, , ,2,2,2,45,5,4,1,6,3,1
203158,2,1,36,36047,1,U, ,1,1,5,1,1, ,1,1,1,2,2,2,1,1,2, , ,1,1,1,3,1,1,1,2,1,1,2,1, , ,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,44,6,2,2,2,6,1
203161,2,1,51,51181,3,S, ,2,1,3, , ,1,1,1,1,1,1,2,1,1, ,2, ,2,1,1,3,1,1,1,1,1,1,2,6,2, , ,2,1, , , , , , , ,2,2,2,2,2,1,1, , ,2,2,2,24,6,1,2,2,2,1
203171,2,1,51,51710,3,U, ,2,1,4, , ,1,1,1,2,1,2,2,2,2, , , ,1,1,1,3,1,1,1,1,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,1,1,8,2,2,1,3,2,2,2,58,4,3,2,2,6,1
203177,2,2,36,36081,1,U, ,2,1,3, , ,1,1,1,1,2,2,1,1,2, ,1, ,1,1,2,7,2,2,2,2,2,1, ,3,1,1, ,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,8, , ,2,2,2,49,3,1,1,1,4,1
203182,2,1,39,39049,2,U, ,2,2,1, , ,1,1,2,1,1,1,2,2,1, ,2, ,2,1,1,3,1,1,1,1,1,1,1,6,2, , ,2,2, , , , , , , ,2,2,2,2,1,2,2, , ,2,1,2,23,2,4,2,2,1,1
203191,2,1,21,21017,3,S, ,2,1,2, , ,2,2, , , , , , , , , , ,2,1,2,12,2,2,1,2,1,1,2,6, , ,2, , , , , ,1,1,1,2, ,2,2,2,2,1,2, ,3,2,2,2,27,3,1,2,1,2,1
203198,2,1,37,37183,3,U, ,1,2,1,1,1, ,1,1,1,2,2,2,2,2,2, , ,2,1,1,1,1,1,1,2,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,1,1,2,2,2,1,3,2,2,2,42,8,1,2,1,7,1
203200,2,1,39,39035,2,U, ,1,1,1,1,1, ,1,1,1,2,2,2,1,1,2, , ,2,1,1,3,1,1,1,1,1,1,2,1, , ,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,40,4,1,2,2,6,1
203203,2,1,45,45079,3,U, ,1,2,1,1,1, ,1,1,1,2,1,2,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,6,2, , ,1,1, , , , , , , ,2,2,2,1,2,2,2, , ,1,1,2,23,6,1,2,2,2,1
203205,2,2,48,48215,3,S, ,1,1,2,1,1, ,1,1,1,1,1,1,2,2,1, , ,2,1,1,1,1,1,1,2,1,1,1,2, , ,2,2,2, , , , , , , ,2,2,2,2,2,1,1,2,3,2,2,2,48,2,1,1,1,3,1
203206,2,1,44,44003,1,S, ,1,1,4,1,1, ,1,1,1,2,2,2,1,1,2, , ,2,1,1,3,1,1,1,1,1,1,3,6, , ,2,1,1,1,2,2,1,1,2,2,2,1,2,1,1,2,8,2,2,2,1,1,24,6,1,2,1,6,1
203208,2,1,24,24005,3,S, ,1,1,3,1,1, ,1,1,1,2,1,1,1,1,1, , ,2,1,1,1,1,1,1,1,1,1,1,6, , ,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,3,2,2,2,50,3,1,1,2,6,1
203210,2,1,48,48133,3,R, ,2,2,2, , ,1,2,2,1,2,2,2,2,2, ,2, ,2,1,2,6,2,2,2,2,2,1, ,3,2, , ,2,2, , , , , , , ,2,2,2,2,2,2,1, , ,2,2,2,54,5,1,2,1,3,1
203212,2,1,42,42071,1,U, ,2,1,2, , ,2,2, , , , , , , , , , ,2,1,2,6,2,2,2,2,2,1, ,1, , ,2, , , , , , , , , , ,2,2,1,1,1,1, ,2,2,2,2,48,99,1,2,3,99,9
203217,2,1,40,40119,3,R, ,1,2,2,1,1, ,1,1,1,1,2,2,1,2,1, , ,1,1,1,1,1,1,1,1,1,1,2,2, , ,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,42,8,1,2,1,9,2
203222,2,1,18,18003,2,S, ,1,1,3,1,1, ,2,2,2,1,2,2,1,2, , , ,2,1,2,7,2,2,2,2,2,1, ,3, , ,2,2,2,2,2,2,1,1,2,2,2,1,2,8,2,2,1,2,3,2,1,2,34,8,1,2,1,9,1
203228,2,1,48,48085,3,S, ,1,1,4,2,2, ,2, , , , , , , , , , ,2,1,2,8,2,2,2,2,2,1, ,1, , ,2, , , , , , , , , , ,2,2,1,1,9,9, ,3,2,2,2,65,3,1,2,1,8,1
203230,2,1,13,13067,3,S, ,2,1,3, , ,1,1,1,1,2,2,2,1,2, ,2, ,2,1,8,6,2,1,1,1,1,1,2,3,1,1, ,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1, , ,2,2,2,36,6,1,2,3,2,1
203236,2,1,36,36047,1,U, ,1,1,3,1,1, ,1,1,1,1,1,2,1,2,2, , ,2,1,1,3,1,1,1,1,1,1,2,1, , ,2,2,2, , , , , , , ,2,1,2,2,2,1,1,1,2,2,2,2,40,8,1,2,1,99,1
203246,2,1,22,22113,3,R, ,1,1,2,1,1, ,1,2,1,1,2,2,2,2,2, , ,1,1,1,3,2,1,1,1,1,2,1,6,2, , ,2,2, , , , , , , ,2,2,2,1,1,2,2, , ,2,2,2,22,3,1,2,2,2,1
203250,2,1,20,20067,2,R, ,1,2,3,1,1, ,1,1,1,2,2,2,1,2,2, , ,1,1,2,9,2,2,2,2,2,1, ,1, , ,2,1,2, , , , , , , ,2,2,2,1,1,2,2,1,2,2,2,2,59,8,1,2,4,9,1
203252,2,2,12,12086,3,U, ,1,1,4,1,1, ,1,2,1,2,1,2,1,2,2, , ,1,1,2,99,1,2,1,1,2,1,2,1, , ,2,2,2,2,2,2,1,1,2,2,2,2,2,2,8,1,1,2,3,2,2,2,52,3,1,1,2,4,1
203257,2,1,26,26017,2,U, ,1,2,2,1,1, ,1,2,1,2,2,2,2,2,2, , ,2,1,1,3,1,1,1,2,1,1,1,6, , ,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,32,6,1,2,1,3,1
203259,2,1,48,48029,3,U, ,1,2,2,1,1, ,1,1,1,2,2,2,1,2,2, , ,2,1,1,1,1,1,1,2,1,1,2,6,2, , ,1,2, , , , , , , ,2,1,1,2,1,2,1, , ,2,2,2,27,5,2,1,1,5,2
203260,2,1,46,46103,2,S, ,1,1,1,1,1, ,1,1,2,1,2,2,1,1, , , ,2,1,1,12,1,1,1,2,1,1,1,6, , ,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,3,2,1,1,27,3,1,1,1,2,1
203267,2,1,25,25017,1,U, ,2,2,3, , ,1,1,2,1,2,2,2,1,2, ,1, ,2,1,1,1,1,1,1,1,1,1,2,6,2, , ,1,1, , , , , , , ,2,1,1,1,2,1,1, , ,2,2,2,24,6,1,2,1,3,1
203273,2,1,40,40079,3,R, ,1,2,3,2,2, ,2, , , , , , , , , , ,2,1,8,14,2,2,2,2,2,2, ,5,2, , , , , , , , , , , , ,2,2,2,2,8,8, , ,2,2,2,55,3,4,2,1,98,8
